"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"231","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2012-08-31",4.5,4.59,5.24,6.84,NA,27.74,3.55,NA,NA,2.09,3.58,2.06,NA,NA,6.71,1.77,5.59,17.19,-0.07,NA,12.59,NA,NA,3.74,1.08,NA,9.44,NA,2.77,2.55,4.63,0.48,2.62,6.48,NA,18.74,-1.59,2.77,NA,-0.73,16.94,4.59,NA,5.8,64.06,13.24,NA,12.94,6.23,2.78,11.01,NA,13.49
"232","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2012-09-30",4.84,4.3,6.16,6.07,NA,28.46,3.55,NA,NA,4.15,3.4,3.05,NA,NA,2.71,1.77,5.81,23.36,-0.07,NA,14.56,NA,NA,6.93,2.22,NA,9.23,NA,3.95,3.32,4.62,0.48,2.47,7.41,NA,19.03,1.84,1.73,NA,-1.45,16.95,4.67,NA,6.27,51.9,13.43,NA,13.08,8.12,3.05,8.92,NA,11.35
"233","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2012-10-31",4.84,6.46,0,5.55,NA,28.34,5.53,NA,NA,1.88,0.07,3.38,NA,NA,5.67,3.74,5.99,21.81,-0.07,NA,19.98,NA,NA,7.31,2.35,NA,9.37,NA,2.59,3.49,4.72,0.48,2.41,7.22,NA,17.9,4.48,1.43,NA,-0.33,17.94,4.78,NA,6.27,44.35,13.46,NA,13.9,9.6,3.01,8.75,NA,11.08
"234","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2012-11-30",4.84,7.78,-0.27,5.17,NA,26.15,5.53,NA,NA,0.52,-0.86,3.16,NA,NA,2.35,3.74,6.05,23.48,-0.07,NA,18.92,NA,NA,5.59,1.07,NA,9.68,NA,6.16,3.51,4.72,0.48,2.22,7.21,NA,18.94,8.29,0.99,NA,0.03,10.74,4.77,NA,6.27,36.33,15.27,NA,14.35,8.48,3.08,7.63,NA,10.9
"235","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2012-12-31",4.41,8.16,-1.15,4.87,NA,26.18,6.31,NA,NA,-9.45,-0.4,3.34,NA,NA,3.21,3.74,5.93,16.99,-0.07,NA,18.79,NA,NA,3.83,1.37,NA,9.66,NA,5.6,4.16,4.72,0.57,2.04,7.34,NA,16.15,4.45,2.42,NA,-0.02,10.79,4.43,NA,6.24,67.72,15.35,NA,14.71,4.04,3.14,6.21,NA,10.73
"236","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-01-31",4.41,8.37,-0.09,4.87,NA,9.77,10.67,3.05,NA,-2.76,-0.13,3.35,3.48,NA,5.27,1.98,5.9,15.03,-0.21,NA,17.62,NA,NA,5.72,0.74,NA,9.95,NA,2.69,5.8,1.52,0.67,0.09,6.3,NA,16.75,1.59,1.1,NA,-0.84,10.88,4.38,NA,6.23,13.64,14.02,NA,14.81,4.13,3.23,5.72,6.12,10.73
"237","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-02-28",2.55,8.6,0.59,4.85,NA,9.35,5.94,3.66,NA,-0.25,-1.52,3.62,0.26,NA,4.73,1.98,5.85,14.59,0.06,NA,16,NA,NA,7.24,-0.21,NA,10.22,NA,3.37,5.41,1.52,0.67,1.93,6.81,NA,17.7,7.99,2.18,NA,-1.86,10.88,4.36,NA,6.06,19.32,14.91,NA,15.42,2.43,3.44,6.74,7.44,7.18
"238","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-03-31",2.47,8.61,0.69,4.99,NA,4.3,5.93,3.41,NA,-1.39,-0.43,2.65,0.48,NA,3.6,1.98,5.73,9.66,0.29,NA,16.38,NA,NA,9.77,-0.18,NA,7.78,NA,3.2,5.09,0.53,0.76,2.46,6.85,NA,11.57,9.2,2.24,NA,-1.38,10.75,4.09,NA,6.01,14.35,15.81,NA,15.42,3.58,3.95,7.73,8.19,5.51
"239","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-04-30",2.47,8.35,0.26,6.89,NA,1.39,3.76,2.33,NA,7.42,0.24,2.93,0.54,NA,5.37,1.98,5.37,13.21,-2.9,NA,18.97,NA,NA,10.41,1.02,NA,6.66,NA,3.85,4.39,0.7,1.05,3.79,6.89,NA,12.02,9.22,1.9,NA,-0.45,10.23,4.24,NA,5.83,9.25,16.59,NA,15.91,3.24,3.85,8.25,8.3,4.31
"240","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-05-31",2.47,9.65,0.61,3.26,NA,6,3.72,2.14,NA,-1.09,0.66,2.82,0.54,NA,6.09,1.98,5.1,11.26,-2.94,NA,19.99,NA,NA,6.65,-0.18,NA,6.39,NA,4.64,4.21,0.88,1.04,5.21,6.87,NA,12.48,6.74,1.02,NA,-0.48,0.75,4.53,NA,5.83,0.94,17.41,NA,16.28,3.02,3.71,6.47,9.68,3.95
"241","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-06-30",0.95,9.79,0.5,3.23,NA,7.89,2.99,1.54,NA,6.21,0.02,1.85,0.58,NA,5.01,1.98,4.95,14.19,-2.94,NA,20.25,NA,NA,8.08,-0.05,NA,4.68,NA,5.79,2.98,0.2,1.14,5.83,7.04,NA,7.86,8.34,0.91,NA,-0.29,0.75,4.41,NA,5.95,24.85,15.88,NA,16.51,3.35,3.95,7.67,8.98,2.64
"242","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-07-31",0.95,9.6,-4.39,3.44,NA,7.93,2.67,2.02,NA,49,0.72,2.22,0.57,NA,5.45,5.63,5.37,14.11,-2.95,NA,18.29,NA,NA,11.44,-0.76,NA,4.62,NA,6.33,3.17,0.2,1.14,5.79,4.78,NA,8.2,7.54,-1.11,NA,0.42,-2.54,4.43,NA,5.65,-10.06,15.78,NA,9.31,4.31,4.39,6.38,8.65,2.52
"243","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-08-31",0.95,9.58,-4.02,3.57,NA,7.11,5.39,1.63,NA,4.42,0.1,1.81,0.61,NA,5.45,6.94,5.79,11.61,-2.97,NA,16.11,NA,NA,17.27,2.4,NA,4.29,NA,3.09,3.39,0.2,1.33,5.74,4.26,NA,7.23,5.94,-0.15,NA,0.94,-2.33,4.64,NA,5.49,-28.48,15.01,NA,8.37,2.74,4.34,7.84,8,3.09
"244","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-09-30",0.57,9.5,-4.13,4.04,NA,5.18,6.22,3.58,NA,-0.79,0.01,1.2,0.74,NA,3.45,7.16,5.58,9,9.34,NA,14.36,NA,NA,14.85,2.59,NA,4.63,NA,2.27,3.61,0.12,1.52,5.96,3.22,NA,6.23,3.53,-0.4,NA,1.55,-2.33,4.56,NA,5.43,-29,21.03,NA,8.06,0.28,3.98,4.1,9.37,3.78
"245","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-10-31",0.57,6.91,1.33,4.25,NA,5.09,4.23,3.37,NA,4.21,-0.53,1.16,0.75,NA,1.89,5.1,5.3,8.71,10.6,NA,9.4,NA,NA,12.51,1.29,NA,4.63,NA,4.56,3,0.12,1.52,6.19,3.26,NA,5.78,4.08,0,NA,-0.3,-3.16,4.56,NA,5.43,-23.63,26.08,NA,7.36,-0.85,4.05,3.97,9.2,3.78
"246","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-11-30",0.57,5.22,0.98,4.25,NA,6.91,4.23,3.46,NA,4.44,-0.41,1.11,0.69,NA,6.09,5.1,5.18,7.8,10.6,NA,8.72,NA,NA,11.16,1.9,NA,4.98,NA,3.16,2.94,0.12,1.52,6.94,3.07,NA,5.86,-2.96,2.44,NA,-0.45,-1.11,4.56,NA,5.43,-0.72,29.69,NA,7.37,-0.97,4.05,4.63,9.69,3.43
"247","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2013-12-31",0.38,4.62,2.14,4.37,NA,5.89,4.4,2.87,NA,5.54,0.53,0,0.7,NA,3.07,5.1,5.35,9.67,10.61,NA,7.84,NA,NA,11.92,0.86,NA,4.86,NA,3.04,2.42,0.12,1.42,7.35,2.93,NA,5.85,0.66,2.09,NA,-0.42,-1.11,4.53,NA,5.56,-37.39,29.5,NA,6.77,-0.36,4.04,3.42,7.56,3.65
"248","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-01-31",0.38,4.4,1.33,4.43,NA,2.53,-0.72,2.96,NA,14.41,3.77,-0.44,0.73,3.67,0.96,6.21,5.38,10.72,9.72,NA,9.11,NA,NA,13.53,0.07,NA,5.79,NA,7.58,-0.54,0.19,1.32,7,2.44,2.46,5.77,5.05,3.06,NA,-0.3,-1.2,4.18,NA,5.4,-15.31,25.69,NA,6.39,1.27,4.94,3.41,9.65,3.65
"249","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-02-28",0.87,3.88,0.2,4.43,NA,6.92,1.06,3.05,NA,-1.5,1.9,-0.61,0.75,-3.71,1.47,6.17,5.47,13.5,9.69,NA,9.8,NA,NA,12.92,-0.24,NA,5.49,NA,4.64,-0.35,0.19,1.32,5.18,3.26,2.52,5.25,7.55,3.22,NA,-4.39,-1.18,4.24,NA,5.4,-12.21,25.57,NA,5.72,2.45,5.01,2.95,8.43,3.06
"250","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-03-31",1.28,3.84,-0.42,4.69,NA,5.98,1.07,1.89,NA,-0.96,2.34,3.12,0.54,-0.09,1.47,6.28,5.74,15.79,9.52,NA,9.13,NA,NA,10.09,1.84,NA,5.89,NA,4.34,-0.26,0.4,1.13,5.99,3.28,2.54,5.33,3.91,2.12,NA,-4.68,-1.21,4.3,NA,5.67,-19.09,23.76,NA,5.5,1.94,4.95,2.56,7.55,2.16
"251","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-04-30",1.28,3.85,-0.7,4.07,NA,8.06,-0.55,1.71,NA,-7.7,0.7,0.74,0.46,-0.06,0.93,8.58,3.33,11.75,13.19,NA,6.88,NA,NA,9.77,2.62,NA,6.21,NA,1.49,0.46,0.5,1.03,5.02,3.48,2.5,5.53,3.71,2.25,NA,-4.9,-1.21,4.33,NA,5.67,-14.23,23.5,NA,6.12,3.74,5.11,2.64,7.37,0.45
"252","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-05-31",1.28,2.66,0.71,4.13,NA,4.22,-0.61,1.52,NA,-0.58,-0.42,0.34,0.46,0.04,2.48,8.58,3.33,14.87,14.46,NA,7.32,NA,NA,12.32,0.79,NA,6.48,NA,2.08,0.53,0.6,1.03,3.81,3.55,-0.23,5.61,4.41,1.91,NA,-5.13,-1.21,4.15,NA,5.82,36.89,22.75,NA,5.73,4.91,6.03,3.41,6.38,0.45
"253","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-06-30",1.54,2.37,1.44,3.77,NA,4.17,0.73,0.76,NA,-2.06,0.8,0.83,0.42,-0.08,3.54,8.9,2.73,14.2,14.43,NA,7.13,NA,NA,10.58,1.58,NA,6.58,NA,1.79,1.86,1,0.94,2.48,3.37,-0.69,5.91,1.16,3.02,NA,-5.14,-1.21,4.02,NA,5.77,-0.27,23.2,NA,5.22,2.39,5.91,1.43,6.78,0.45
"254","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-07-31",1.54,3.03,1.15,3.71,NA,4.89,0.63,1.32,NA,-2.04,0.42,0.16,0.35,9.2,6.64,0.86,2.76,7.37,14.18,NA,5.21,NA,NA,10.88,-0.9,NA,6.89,NA,2.61,1.69,1,0.94,2.49,3.24,-1.89,6,6.31,3.92,NA,-5.02,2.37,3.04,NA,5.65,27.29,21.39,NA,5.47,2.95,5.23,2.09,12.47,0.67
"255","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-08-31",1.54,2.88,1.38,3.65,NA,11.44,0.44,2.18,NA,-4.42,0.17,2.26,0.31,0.06,6.69,0.85,2.33,8.84,13.09,NA,3.21,NA,NA,6.2,-1.45,NA,6.81,NA,2.71,1.58,1,4.03,2.52,3.26,-1.97,6.41,3.16,3.57,NA,-5.31,2.37,3.27,NA,5.79,17.5,22.24,NA,4.62,1.81,5.2,2.33,12.26,-0.11
"256","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-09-30",1.45,3.01,1.33,3.37,NA,12.42,-0.16,1.87,NA,-5.96,1.1,0.76,0.11,9.13,6.53,0.85,2.61,9.33,-0.63,NA,3.92,NA,NA,4.83,6.35,NA,6.85,NA,2.13,3.53,1,4.58,2.26,2.99,-2.03,6.24,15.85,3.9,NA,-5.44,2.37,3.25,NA,5.6,34.82,17.64,NA,4.53,2.29,5.4,3.57,11.52,-0.11
"257","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-10-31",1.45,3.59,1.14,3.29,NA,7.26,-0.9,0.84,NA,-3.85,0.47,2.5,0.19,9.07,5.6,0.88,2.53,10.02,-5.13,NA,3.38,NA,NA,3.13,7.37,NA,7.15,NA,2.54,3.96,1,4.49,1.92,2.98,1.71,6.11,12.59,3.94,NA,-5.48,2.37,3.15,NA,5.6,35.58,12.46,NA,4.52,3.08,5.41,3.7,11.62,0
"258","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-11-30",1.45,3.87,2.64,3.3,NA,7.14,-0.9,2.69,NA,-0.99,NA,6.68,0.21,9.11,2.49,0.88,2.59,7.88,-2.74,NA,1.64,NA,NA,1.17,-0.64,NA,7.22,NA,2.62,4.34,1,4.39,1.2,3.5,1.78,5.92,6.18,1.84,NA,-5.31,5.58,3.3,NA,5.6,14.91,8.1,NA,4.58,3.74,5.37,4.17,11.29,0
"259","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2014-12-31",1.52,3.9,1.43,3.99,NA,8.52,-2.94,3.16,NA,-0.62,NA,3.34,0.18,9.18,4.61,0.88,2.65,9.14,-2.74,NA,-0.01,NA,NA,-1.36,5.67,NA,7.96,NA,3.37,3.61,1,4.48,0.81,3.55,1.6,5.92,4.68,2.43,NA,-6.1,5.58,3.54,NA,5.56,49.92,17.45,NA,4.71,2.94,5.87,4.09,11.14,-0.22
"260","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-01-31",1.52,3.9,0.01,3.92,NA,8.35,-2.06,1.48,NA,-20.86,NA,4.18,0.06,-0.65,9.32,3.71,2.6,10.02,-2.67,NA,6.75,NA,NA,-6.78,6.03,NA,8.52,31.51,0.72,4.38,0.59,4.94,0.66,3.61,2.12,6.28,14.16,1.81,NA,-7.48,10,2.84,NA,5.56,43.59,19.39,NA,4.67,2.62,5.07,3.48,10.71,-0.22
"261","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-02-28",1.18,3.82,1.42,3.73,NA,0.82,-3.82,2.31,NA,-17.6,NA,2.79,0.03,-0.72,10.25,3.74,2.34,6.44,-8.53,NA,5.92,NA,NA,-10.72,6.37,NA,9.46,28.47,0.92,4.22,0.59,5.04,1.05,2.88,-3.16,6.5,3.28,1.72,NA,-3.41,10.06,2.95,NA,5.56,68.67,18.55,NA,4.67,-6,5.41,4.04,9.67,-0.22
"262","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-03-31",0.83,3.67,1.38,3.71,NA,7.24,-3.82,1.94,NA,-18.57,NA,1.04,-0.01,-0.56,13.35,3.63,3.01,5.95,-8.6,NA,6.61,NA,NA,-9.33,-4.21,NA,11.44,25.97,1.29,4.36,0.39,5.04,0.31,2.87,-10.03,6.66,3.05,2.68,NA,-3.04,13.54,3.24,NA,5.51,58.3,19.78,NA,4.48,-4.57,5.01,4.27,9.34,0.67
"263","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-04-30",0.83,3.89,0.7,6.25,NA,7.32,-5.87,3.74,NA,-10.84,NA,2.47,0.01,1.75,7.57,1.35,3.23,8.02,-10.04,NA,9.97,NA,NA,-9.28,-1.38,NA,11.37,26.5,2.46,4.77,0.39,4.93,0.03,2.57,-17.12,6.86,6.87,2.17,NA,-2.84,-1.08,3.1,NA,5.51,65.68,19.59,NA,3.51,-7.17,5.41,4.35,9.09,-2.56
"264","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-05-31",0.83,5.09,-0.62,6.06,NA,5.75,-5.71,3.85,NA,-4.56,NA,2,0,1.86,6.06,1.35,5.06,9.38,-9.63,NA,9.26,NA,NA,-8.54,0.26,NA,11.37,24.91,0.89,4.89,-0.39,4.84,0.24,2.46,-12.91,7.37,3.5,2.6,NA,-1.86,-6.06,3.01,NA,5.35,7.13,19.76,NA,4.1,-6.77,4.43,4.32,8.51,-2.45
"265","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-06-30",0.97,7.01,-1.29,7.41,NA,4.22,-6.15,5.55,NA,-5.41,NA,2.86,0.12,1.58,6.06,1.06,4.93,9.76,-13.78,NA,9.39,NA,NA,-5.17,-0.24,NA,12.57,29.36,-0.06,4.74,-0.3,4.93,0.52,2.53,-16.92,7.3,5.67,1.98,NA,-1.95,-6.81,2.97,NA,5.31,24.59,20.44,NA,4.58,-6.11,4.48,4.95,9.67,-2.45
"266","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-07-31",0.97,7.48,-0.31,7.48,NA,5.04,-6.06,4.09,NA,-3.51,NA,3.03,0.19,-6.79,6.25,5.37,5.97,12.9,-13.61,NA,10.76,NA,NA,-4.5,2.36,NA,11.68,31.96,-1.11,4.75,-0.3,4.93,0.61,2.09,-16.26,7.33,-1.34,1.64,NA,-2.14,-5.23,3.01,NA,6.33,-7.64,20.05,NA,4.23,-4.98,4.86,6.62,5.46,-3.22
"267","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-08-31",0.97,8.06,1.42,7.47,NA,1.38,-7.6,3.7,NA,-5.6,NA,1.77,0.21,1.77,6.51,4.09,5.69,11.11,-12.77,NA,12,NA,NA,-7.44,3.35,NA,11.91,31.78,-1.51,4.77,-0.2,1.71,0.53,2.37,-17.12,7.67,1.95,2.2,NA,-1.92,-3.95,3.9,NA,6.18,6.33,18.36,NA,4.9,-5.56,5.29,6.01,5.38,-3.22
"268","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-09-30",1.23,8.74,-0.6,9.77,NA,-0.92,-7.76,3.21,NA,-4.28,NA,1.87,0.23,-6.8,6.4,3.88,5.37,6.94,-11.89,NA,10.7,NA,NA,-8.26,-5.47,NA,1.7,30.86,-1.83,2.57,-0.1,1.07,0.54,2.3,-11.98,7.77,-6.72,3.5,NA,-1.94,-4.48,3.86,NA,6.28,10.35,25.49,NA,4.47,-5.33,5.06,8.53,5.13,-4.2
"269","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-10-31",1.93,9.75,-0.51,9.7,NA,3.25,-7.54,2.68,NA,-5.58,NA,0.41,0.07,-6.86,5.92,3.88,5.73,6.28,-8.75,NA,11.38,NA,NA,-5.78,-6.45,NA,12.65,29.34,6.18,2.18,-0.1,1.07,1.17,2.76,-5.06,7.63,-4.01,2.11,NA,-1.91,-5.94,3.86,NA,6.28,14.91,25.86,NA,4.45,-6.9,5.06,9.76,5.08,-4.31
"270","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-11-30",1.93,10.25,-2.58,9.5,NA,2.58,-7.55,1.27,NA,-10.4,NA,-3.96,0.05,-6.92,6.02,3.88,5.63,10.84,-10.99,NA,13.39,NA,NA,-3.85,0.86,NA,13.08,30.96,5.61,2.26,-0.3,1.16,1.91,2.42,-17.84,7.52,3.28,1.89,NA,-2.04,-10.72,3.85,NA,6.28,38.52,25.96,NA,3.99,-6.86,5.1,9.98,5.15,-4.31
"271","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2015-12-31",2.21,11.3,-1.29,9.72,NA,0.11,-8.49,1.62,NA,-11.11,NA,-0.17,0.31,-6.87,6.02,3.88,5.46,7.4,-10.99,NA,15.65,NA,NA,-2.75,-4.5,NA,12.5,30.61,6.14,3.84,-0.89,1.07,2.77,2.67,-16.31,7.46,6.14,1.71,NA,-1.24,-11.46,3.98,0.25,6.38,53.63,15.99,NA,3.94,-6.97,4.93,8.2,8.62,-4.3
"272","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-01-31",5.73,19.21,-0.16,9.73,0.79,1.23,-9.63,2.55,NA,0.57,NA,-0.68,0.86,1.8,2.74,18.17,5.71,7.93,-13.81,NA,7,NA,NA,-1.28,-25.32,NA,11.76,24.36,4.07,1.84,-1.97,1.07,3.01,7.57,-17.69,7.4,-4.88,1.76,NA,-0.25,-17.59,5.22,7.66,6.38,94.13,13.42,NA,4.22,-6.85,4.93,8.59,5.89,-4.41
"273","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-02-29",5.88,22.29,-0.73,9.73,0.39,-0.01,-9.6,0.9,NA,6.92,NA,-0.15,0.96,1.16,2.86,18.17,5.87,9.45,-2.91,NA,7.21,NA,NA,1.26,-25.01,NA,11.45,23.53,2.24,0.99,-1.87,0.98,2.42,7.42,-14.75,13.93,4.02,2.35,NA,-1.02,-17.64,5.45,4.8,6.52,80.68,18.01,NA,4.55,0.42,4.52,7.69,8.32,-4.42
"274","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-03-31",6.89,24.34,-0.87,10.47,4.65,-0.07,-9.64,2.54,NA,9.37,NA,-1.46,1.03,1.22,0.13,18.17,5,9.47,-2.92,NA,7.22,NA,NA,-0.42,-18.83,NA,9,23.4,0.97,0.52,-2.26,1.07,2.49,7.45,1.27,15.91,12.69,2.26,NA,-1.81,-20.53,5.35,2.96,6.32,142.68,17.92,NA,4.48,-1.76,4.42,7.43,6.57,-5.41
"275","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-04-30",6.89,28.56,0.08,6.55,-2.76,1.01,-6.69,1.62,NA,1.8,NA,0.97,1.06,-1.11,5.46,20.07,6.39,11.84,-1.44,NA,6.33,NA,NA,0.14,0.39,NA,8.9,22.82,-0.76,-0.09,-2.26,0.98,2.96,7.54,9.64,18.98,4.17,2.56,NA,-1.77,-8.77,5.5,-1.8,6.32,204.9,17.62,NA,4.41,-0.46,4.18,7.23,5.97,-2.17
"276","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-05-31",6.89,28.88,0.7,6.65,-6.79,-0.99,-6.73,2.62,NA,-3.74,NA,-0.08,0.98,-1.12,5.35,20.02,4.67,11.63,-2.95,NA,6.55,NA,NA,0.99,0.36,NA,8.77,22.44,2.29,-0.56,-1.58,1.06,3.43,7.63,4.92,21.98,5.36,2.06,NA,-2.47,-4.2,5.76,-2.87,6.32,202.86,17.57,NA,3.82,-1.18,4.31,7.7,6.54,-2.17
"277","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-06-30",6.65,29.08,1.47,5.74,-10.64,-0.34,-11.06,0.27,NA,-1.88,NA,-0.67,1.06,-1.08,5.35,20.06,4.98,12.28,1.74,NA,6.21,NA,NA,1.17,0.96,NA,7.74,22.37,4.59,0.31,-1.58,0.98,3.63,7.57,9.06,24.18,7.57,2.39,NA,-2.36,-3.18,7.06,-2.98,6.27,258.3,16.85,NA,3.45,0.46,5.17,5.49,6.11,-1.6
"278","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-07-31",6.65,28.34,-0.5,5.62,-7.55,-1.91,-10.99,0.54,NA,-4.96,NA,0.07,1.7,-1.13,2.1,20.62,3.73,14.16,2.51,NA,5.88,NA,NA,1.4,0.99,NA,9.59,22.71,5.25,-0.23,-1.58,1.06,3.67,8.2,8.98,25.62,4.55,2.04,NA,-2.16,-4.06,7.6,-8.04,5.56,633.94,17.34,NA,3.35,-2.33,5.2,3.88,4.98,-1.03
"279","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-08-31",6.65,28.47,-2.93,5.55,-5.43,2.68,-9.19,1.61,NA,-4.92,NA,0.09,2.27,-1.13,7.96,20.62,3.97,14.13,1.88,NA,5.75,NA,NA,1.21,-0.53,NA,9.65,20.85,4.79,-0.01,-4.55,0.97,5.05,8.01,12.06,25.94,5.97,2.49,NA,-2.13,-5.41,6.6,-8.44,5.56,790.49,17.34,NA,2.79,-0.53,5.1,4.58,4.26,-1.03
"280","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-09-30",6.56,27.69,-1.58,10.39,-2.35,3.72,-9.19,0.53,NA,-6.31,NA,1.28,2.57,-1.14,6.42,20.6,3.98,13.63,1.86,NA,5.35,NA,NA,-0.11,-0.37,NA,19.95,19.46,4.87,-0.73,-5.14,0.88,5.78,8.01,4.85,26.33,22.46,0.52,NA,-2.1,-4.42,7.43,-8.4,5.25,718.4,14.15,NA,2.97,-1.39,5.35,1.78,4.27,-1.5
"281","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-10-31",5.83,26.14,-1.55,10.4,9.97,1.62,-6.01,1.89,NA,-6.85,NA,0.72,3.53,-1.03,6.52,20.46,3.7,15.27,11.99,NA,4.9,NA,NA,-1.11,-0.38,NA,7.12,19.08,-3.01,-0.4,-5.14,0.88,6.61,7.79,0.3,26.94,7.43,1.52,NA,-2.05,-2.91,7.56,-2.76,5.25,598.17,14.17,NA,2.72,-0.11,5.39,0.44,4.03,-1.5
"282","Housing, Water, Electricity, Gas and Other Fuels","PCPIH_PC_CP_A_PT","2016-11-30",5.83,25.48,-0.54,10.73,-2.15,2.03,-6.03,1.07,NA,-3.36,NA,0.91,7.41,-1.08,8.15,20.5,3.71,12.69,12.15,NA,5.08,NA,NA,1,-0.53,NA,6.67,18.17,-1.43,-0.72,-4.95,0.97,9.11,7.87,19.38,27.22,6.63,1.52,NA,-1.89,-2.72,12.57,3.44,5.25,515.84,17.94,NA,2.87,-0.8,5.3,0.96,6,-1.5
